985路	[34, 93, 100, 53, 32, 34, 39, 39, 39, 55, 55, 76, 60, 34, 27, 27, 20, 0, 6]
314路	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 90, 16, 36, 100, 26]
1039路	[23, 100, 60, 9, 13, 17, 12, 8, 3, 10, 27, 45, 19, 1, 0, 0, 0, 0, 1]
龙新芦专线	[52, 100, 64, 26, 21, 23, 19, 26, 28, 35, 66, 73, 40, 19, 2, 0, 0, 0, 19]
鹤莘线	[70, 100, 72, 36, 34, 31, 40, 40, 36, 40, 52, 72, 47, 25, 2, 0, 0, 0, 2]
宣桥1路	[44, 100, 51, 13, 13, 17, 34, 24, 24, 34, 44, 31, 3, 0, 0, 0, 0, 0, 0]
780路	[70, 100, 85, 50, 32, 35, 41, 41, 38, 55, 67, 88, 61, 35, 23, 20, 14, 2, 26]
六灶2路	[45, 55, 65, 30, 15, 10, 70, 80, 50, 100, 65, 65, 10, 0, 0, 0, 0, 0, 0]
1036路	[58, 100, 64, 58, 11, 23, 11, 11, 23, 29, 35, 41, 11, 0, 0, 0, 0, 0, 5]
1093路	[66, 55, 100, 66, 22, 0, 0, 11, 33, 55, 88, 11, 44, 0, 0, 0, 0, 0, 0]
786路	[40, 100, 85, 43, 28, 21, 26, 24, 31, 40, 49, 64, 57, 28, 19, 15, 8, 0, 5]
995路	[42, 96, 100, 49, 22, 18, 19, 18, 19, 31, 55, 73, 70, 29, 24, 13, 6, 1, 3]
636路	[31, 100, 83, 29, 18, 18, 20, 18, 17, 21, 32, 55, 82, 66, 37, 29, 8, 0, 4]
外高桥1路	[30, 100, 61, 53, 38, 30, 84, 46, 30, 76, 46, 30, 0, 0, 0, 0, 0, 0, 0]
浦东1路	[4, 59, 100, 51, 18, 15, 15, 14, 12, 14, 23, 82, 57, 21, 7, 0, 0, 0, 0]
863路	[45, 78, 93, 66, 33, 36, 39, 45, 60, 66, 84, 100, 84, 54, 39, 24, 9, 0, 6]
