985路	[39, 93, 100, 60, 39, 39, 41, 51, 53, 55, 67, 83, 65, 39, 39, 39, 27, 0, 6]
314路	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 61, 30, 28, 100, 15]
1039路	[32, 100, 82, 8, 3, 14, 9, 8, 9, 5, 29, 30, 32, 28, 12, 0, 0, 0, 2]
龙新芦专线	[50, 100, 57, 37, 27, 22, 27, 32, 35, 52, 82, 85, 55, 25, 2, 0, 0, 0, 15]
鹤莘线	[63, 100, 80, 51, 34, 38, 40, 40, 51, 65, 68, 61, 57, 36, 6, 0, 0, 0, 2]
宣桥1路	[44, 100, 28, 28, 16, 28, 32, 48, 16, 40, 40, 28, 16, 0, 0, 0, 0, 0, 0]
780路	[71, 100, 94, 52, 36, 31, 39, 42, 44, 44, 68, 78, 55, 34, 28, 23, 18, 5, 26]
85路	[43, 100, 84, 41, 22, 18, 18, 20, 29, 34, 44, 69, 69, 36, 29, 27, 26, 5, 15]
1036路	[73, 86, 53, 33, 26, 26, 6, 0, 20, 60, 100, 60, 0, 0, 0, 0, 0, 0, 0]
1093路	[69, 100, 38, 53, 7, 15, 0, 7, 23, 69, 46, 15, 15, 0, 0, 0, 0, 0, 0]
786路	[41, 100, 86, 50, 29, 23, 23, 27, 33, 49, 49, 62, 60, 31, 27, 23, 15, 0, 3]
995路	[40, 96, 100, 49, 24, 21, 22, 26, 29, 36, 55, 77, 63, 36, 24, 18, 9, 1, 3]
636路	[34, 100, 80, 35, 19, 23, 23, 23, 23, 27, 32, 56, 71, 71, 39, 30, 13, 0, 2]
外高桥1路	[21, 85, 64, 85, 50, 64, 100, 50, 78, 64, 92, 64, 0, 0, 0, 0, 0, 0, 0]
浦东1路	[0, 84, 98, 44, 25, 15, 19, 15, 25, 25, 34, 100, 67, 21, 13, 0, 0, 0, 0]
周康9路	[69, 100, 63, 43, 30, 23, 28, 21, 26, 34, 47, 73, 80, 52, 23, 10, 0, 0, 4]
313路	[64, 62, 67, 0, 0, 0, 0, 58, 39, 67, 75, 0, 0, 39, 5, 23, 53, 100, 0]
申崇六线	[35, 35, 35, 35, 35, 41, 58, 76, 88, 88, 100, 88, 70, 47, 11, 0, 0, 0, 5]
785路	[59, 100, 95, 61, 40, 36, 40, 44, 59, 67, 77, 79, 71, 44, 38, 32, 18, 4, 10]
1072路	[53, 100, 36, 16, 16, 6, 13, 20, 33, 40, 63, 43, 33, 10, 16, 6, 3, 0, 3]
川沙2路	[100, 81, 68, 27, 9, 18, 31, 18, 36, 36, 81, 68, 27, 0, 0, 0, 0, 0, 4]
大桥五线	[47, 100, 88, 38, 21, 16, 21, 26, 26, 30, 59, 100, 83, 45, 42, 28, 23, 2, 2]
182路	[65, 100, 69, 26, 17, 17, 19, 21, 32, 43, 52, 63, 54, 23, 13, 6, 0, 0, 10]
外高桥4路	[37, 100, 92, 58, 45, 30, 26, 39, 43, 32, 62, 60, 56, 5, 0, 0, 0, 0, 0]
蔡陆专线	[63, 100, 89, 47, 33, 33, 42, 40, 42, 59, 66, 77, 68, 52, 33, 19, 7, 1, 21]
81路	[71, 100, 83, 34, 28, 26, 28, 28, 30, 40, 42, 63, 46, 34, 30, 28, 26, 10, 34]
1049路	[0, 17, 100, 17, 7, 7, 6, 7, 11, 18, 26, 50, 9, 1, 0, 0, 0, 0, 0]
638路	[64, 89, 100, 48, 35, 25, 35, 41, 56, 74, 79, 82, 74, 46, 35, 35, 7, 0, 10]
